   DATE       TIME    MULTI   C0%   CKMOD  BAT_mW  TEMP   NVIDIA GPU     VID   POWER
2026-07-16  22:55:06  18.78    9.0  100.0  -40021   58    1605    47   0.7998   10.0
2026-07-16  22:55:07  20.23    9.0  100.0  -43609   58    1605    47   0.7985   11.5
2026-07-16  22:55:08  20.47   11.3  100.0  -43609   58    1605    47   0.7617   12.0
2026-07-16  22:55:09  19.27    8.0  100.0  -43609   60    1605    47   0.8018   10.6
2026-07-16  22:55:10  11.17   14.5  100.0  -43609   57    1605    47   0.7590   12.2
2026-07-16  22:55:11  21.24   10.9  100.0  -43609   60    1605    47   0.8066   12.0
2026-07-16  22:55:12  19.74    8.7  100.0  -43609   58    1605    47   0.8015   10.8
2026-07-16  22:55:13  19.57    8.4  100.0  -43609   58    1605    47   0.7877   11.3
2026-07-16  22:55:14  18.47    6.7  100.0  -43609   58    1605    47   0.7904    9.1
2026-07-16  22:55:15  19.96    9.2  100.0  -43609   58    1605    47   0.8031   11.0
2026-07-16  22:55:16  20.86   12.3  100.0  -43160   58    1605    47   0.7986   13.1
2026-07-16  22:55:17  21.08    9.9  100.0  -43160   60    1605    47   0.7972   12.4
2026-07-16  22:55:18  19.71    8.7  100.0  -43160   58    1605    47   0.8002   11.4
2026-07-16  22:55:19  20.20   10.7  100.0  -43160   58    1605    47   0.8040   13.1
2026-07-16  22:55:20  18.16   12.8  100.0  -43160   58    1605    47   0.8212   11.9
2026-07-16  22:55:21  21.00   12.8  100.0  -43160   59    1605    47   0.7988   13.6
2026-07-16  22:55:22  20.61   14.4  100.0  -43160   58    1605    47   0.8068   14.3
2026-07-16  22:55:23  20.63    9.1  100.0  -43160   60    1605    47   0.8015   12.9
2026-07-16  22:55:24  19.67   12.9  100.0  -43160   59    1605    47   0.8066   12.1
2026-07-16  22:55:25  14.54   14.9  100.0  -43274   58    1605    47   0.7853   12.7
2026-07-16  22:55:26  19.52   13.3  100.0  -43274   58    1605    48   0.8068   12.4
2026-07-16  22:55:27  20.96   10.3  100.0  -43274   60    1605    48   0.7965   13.1
2026-07-16  22:55:28  20.89   15.0  100.0  -43274   61    1605    48   0.8027   15.7
2026-07-16  22:55:29  20.97   17.0  100.0  -43274   58    1605    48   0.8076   14.0
2026-07-16  22:55:30  21.02    9.3  100.0  -43274   58    1605    48   0.7819   10.4
2026-07-16  22:55:31  11.06   12.1  100.0  -43274   58    1605    48   0.7947    9.0
2026-07-16  22:55:32  20.09    9.8  100.0  -43274   58    1605    48   0.7841   10.3
2026-07-16  22:55:33  19.53    5.6  100.0  -43274   58    1605    48   0.7522    9.6
2026-07-16  22:55:34  18.17    5.2  100.0  -44384   58    1605    48   0.7854    7.8
2026-07-16  22:55:35  20.68    6.4  100.0  -44384   58    1605    48   0.7477    9.4
2026-07-16  22:55:36  19.27    7.0  100.0  -44384   58    1605    48   0.7528    9.9
2026-07-16  22:55:37  20.85   28.2  100.0  -44384   59    1605    48   0.8193   16.2
2026-07-16  22:55:38  21.24   24.9  100.0  -44384   59    1605    48   0.7949   17.3
2026-07-16  22:55:39  18.54    7.3  100.0  -44384   58    1605    48   0.7390   10.0
2026-07-16  22:55:40  20.61   13.0  100.0  -44384   58    1605    48   0.8105   10.9
2026-07-16  22:55:41  20.88   11.9  100.0  -44384   60    1605    48   0.7919   11.1
2026-07-16  22:55:42  19.67    7.9  100.0  -44384   58    1605    48   0.8099   10.1
2026-07-16  22:55:43  20.91    6.3  100.0  -44384   58    1605    48   0.7480    9.6
2026-07-16  22:55:44  18.90    6.7  100.0  -44384   58    1605    48   0.7767    9.5
2026-07-16  22:55:45  20.21    5.9  100.0  -44384   58    1605    48   0.7712    9.2
2026-07-16  22:55:46  18.69    5.2  100.0  -44384   59    1605    48   0.7954    9.0
2026-07-16  22:55:47  20.18   10.4  100.0  -44384   58    1605    48   0.8126   11.3
2026-07-16  22:55:48  15.64   26.5  100.0  -44384   59    1605    48   0.7498   16.9
2026-07-16  22:55:49  18.36   20.2  100.0  -44384   60    1605    48   0.8230   14.9
2026-07-16  22:55:50  21.77   14.8  100.0  -44384   59    1605    48   0.7898   13.7
2026-07-16  22:55:51  21.96   16.6  100.0  -44384   60    1605    48   0.8236   15.1
2026-07-16  22:55:52  20.99   15.8  100.0  -43829   59    1605    48   0.8004   12.8
2026-07-16  22:55:53  20.79   15.1  100.0  -43829   59    1605    48   0.8116   13.2
2026-07-16  22:55:54  18.73   20.1  100.0  -43829   58    1605    48   0.7982   12.7
