   DATE       TIME    MULTI   C0%   CKMOD  BAT_mW  TEMP   NVIDIA GPU     VID   POWER
2026-07-16  22:55:55  20.87   15.5  100.0  -43829   59    1605    48   0.7573   12.5
2026-07-16  22:55:56  11.10    9.2  100.0  -43829   58    1605    48   0.7920    9.0
2026-07-16  22:55:57  20.38    5.7  100.0  -43829   58    1605    48   0.7629    9.2
2026-07-16  22:55:58  19.91    6.5  100.0  -43829   58    1605    48   0.7987    9.5
2026-07-16  22:55:59  21.07   11.0  100.0  -43829   61    1605    48   0.8177   13.4
2026-07-16  22:56:00  21.29   14.4  100.0  -43829   58    1605    48   0.7888   12.0
2026-07-16  22:56:01  21.63   10.7  100.0  -43734   59    1605    48   0.7920   11.2
2026-07-16  22:56:02  21.98   13.8  100.0  -43734   58    1605    48   0.7933   11.5
2026-07-16  22:56:03  21.56    7.9  100.0  -43734   59    1605    48   0.8254   11.6
2026-07-16  22:56:04  21.42   12.1  100.0  -43734   60    1605    48   0.7766   11.9
2026-07-16  22:56:05  21.08   11.4  100.0  -43734   58    1605    48   0.8083   13.9
2026-07-16  22:56:06  20.90   15.7  100.0  -43734   60    1605    48   0.8026   13.7
2026-07-16  22:56:07  21.10   10.6  100.0  -43734   59    1605    48   0.7997   11.8
2026-07-16  22:56:08  20.03    5.1  100.0  -43734   58    1605    48   0.7904    9.0
2026-07-16  22:56:09  21.59   13.2  100.0  -43734   58    1605    48   0.8110   14.8
2026-07-16  22:56:10  18.20    6.9  100.0  -43809   59    1605    48   0.7921    8.7
2026-07-16  22:56:11  20.18    7.1  100.0  -43809   58    1605    48   0.8025   10.2
2026-07-16  22:56:12  11.09   13.4  100.0  -43809   59    1605    48   0.8068   10.2
2026-07-16  22:56:13  20.43    7.9  100.0  -43809   58    1605    48   0.8246   10.1
2026-07-16  22:56:14  17.73    5.3  100.0  -43809   58    1605    48   0.8015    8.0
2026-07-16  22:56:15  20.96    9.4  100.0  -43809   58    1605    48   0.7998   10.7
2026-07-16  22:56:16  18.17    7.6  100.0  -43809   59    1605    48   0.8123    8.5
2026-07-16  22:56:17  20.46   10.8  100.0  -43809   60    1605    48   0.7753   11.4
2026-07-16  22:56:18  21.11   16.5  100.0  -43809   59    1605    48   0.7948   13.4
2026-07-16  22:56:19  20.41   17.4  100.0  -42803   60    1605    48   0.8015   14.3
2026-07-16  22:56:20  19.82   10.9  100.0  -42803   58    1605    48   0.7964   12.0
2026-07-16  22:56:21  20.04   13.5  100.0  -42803   59    1605    48   0.7515   12.6
2026-07-16  22:56:22  19.06   10.5  100.0  -42803   59    1605    48   0.8134   11.1
2026-07-16  22:56:23  20.24   12.4  100.0  -42803   58    1605    48   0.7942   10.9
2026-07-16  22:56:24  18.68   14.5  100.0  -42803   60    1605    48   0.7986   11.6
2026-07-16  22:56:25  20.59   12.9  100.0  -42803   59    1605    48   0.7936   13.9
2026-07-16  22:56:26  18.93   12.1  100.0  -42803   60    1605    48   0.7897   11.6
2026-07-16  22:56:27  20.32   11.5  100.0  -42803   59    1605    48   0.8007   12.4
2026-07-16  22:56:28  21.02   12.7  100.0  -43761   58    1605    48   0.8003   13.3
2026-07-16  22:56:29  21.12   12.1  100.0  -43761   59    1605    48   0.7986   14.4
2026-07-16  22:56:30  11.07   15.8  100.0  -43761   60    1605    48   0.7916   12.9
2026-07-16  22:56:31  20.55   14.5  100.0  -43761   60    1605    48   0.7997   13.2
2026-07-16  22:56:32  20.63    8.3  100.0  -43761   58    1605    48   0.7786   11.5
2026-07-16  22:56:33  21.05   14.1  100.0  -43761   58    1605    48   0.8135   12.6
2026-07-16  22:56:34  19.85   13.6  100.0  -43761   60    1605    48   0.7892   11.5
2026-07-16  22:56:35  20.99   12.6  100.0  -43761   59    1605    48   0.7959   13.3
2026-07-16  22:56:36  20.99   15.4  100.0  -43761   58    1605    48   0.8007   12.6
2026-07-16  22:56:37  20.34   14.0  100.0  -44561   59    1605    48   0.7474   13.8
2026-07-16  22:56:38  19.66    9.8  100.0  -44561   60    1605    48   0.7949   11.5
2026-07-16  22:56:39  19.73   10.2  100.0  -44561   58    1605    48   0.8058   11.3
2026-07-16  22:56:40  18.26    8.3  100.0  -44561   60    1605    48   0.8115    9.9
2026-07-16  22:56:41  20.18   14.0  100.0  -44561   59    1605    48   0.8114   13.1
2026-07-16  22:56:42  14.42   13.5  100.0  -44561   58    1605    48   0.8021   11.7
2026-07-16  22:56:43  21.23   15.4  100.0  -44561   59    1605    48   0.8127   13.7
2026-07-16  22:56:44  20.22   13.6  100.0  -44561   59    1605    48   0.7603   12.4
2026-07-16  22:56:45  19.25   10.3  100.0  -44561   60    1605    48   0.7993   11.3
2026-07-16  22:56:46  20.93   10.7  100.0  -44591   61    1605    48   0.7926   12.4
2026-07-16  22:56:47  21.03   12.3  100.0  -44591   60    1605    48   0.7981   11.9
2026-07-16  22:56:48  20.94   17.9  100.0  -44591   59    1605    48   0.7500   14.4
2026-07-16  22:56:49  20.07   12.3  100.0  -44591   60    1605    48   0.7767   12.5
2026-07-16  22:56:50  18.95    7.4  100.0  -44591   60    1605    48   0.7902   10.1
2026-07-16  22:56:51  20.31   10.9  100.0  -44591   58    1605    48   0.7983   12.5
2026-07-16  22:56:52  19.14    8.5  100.0  -44591   59    1605    48   0.8002   10.6
2026-07-16  22:56:53  20.03   14.1  100.0  -44591   59    1605    48   0.7979   12.8
2026-07-16  22:56:54  11.15   19.2  100.0  -44591   60    1605    48   0.8022   13.4
2026-07-16  22:56:55  19.26   11.1  100.0  -44329   58    1605    48   0.8079   11.7
2026-07-16  22:56:56  20.93   10.9  100.0  -44329   60    1605    48   0.7950   11.6
2026-07-16  22:56:57  18.59    8.7  100.0  -44329   59    1605    48   0.7947    9.8
2026-07-16  22:56:58  19.98   11.1  100.0  -44329   60    1605    48   0.8143   12.8
2026-07-16  22:56:59  20.16   13.2  100.0  -44329   59    1605    48   0.7860   13.8
2026-07-16  22:57:00  11.26   17.4  100.0  -44329   60    1605    48   0.8032   12.2
2026-07-16  22:57:01  19.71   11.9  100.0  -44329   58    1605    48   0.7925   13.1
2026-07-16  22:57:02  18.46   10.5  100.0  -44329   59    1605    48   0.7943   10.2
2026-07-16  22:57:03  11.05   18.2  100.0  -44329   58    1605    48   0.8094   13.3
2026-07-16  22:57:04  11.08   10.6  100.0  -44234   59    1605    48   0.7993    9.5
2026-07-16  22:57:05  20.33    7.9  100.0  -44234   60    1605    48   0.7911   10.8
2026-07-16  22:57:06  20.55    9.9  100.0  -44234   58    1605    48   0.7646   11.5
2026-07-16  22:57:07  21.31   15.1  100.0  -44234   58    1605    48   0.7981   13.3
2026-07-16  22:57:08  19.60   13.0  100.0  -44234   61    1605    48   0.8053   12.9
2026-07-16  22:57:09  18.83   12.9  100.0  -44234   59    1605    48   0.7952   12.6
2026-07-16  22:57:10  20.36    5.7  100.0  -44234   58    1605    48   0.7883    9.2
2026-07-16  22:57:11  19.90    6.1  100.0  -44234   60    1605    48   0.7816    9.5
2026-07-16  22:57:12  18.63    4.9  100.0  -44234   60    1605    48   0.7866    7.9
2026-07-16  22:57:12  POWER STATUS CHANGE
2026-07-16  22:57:13  35.90   24.6  100.0       0   75    1605    48   1.1791   44.1
2026-07-16  22:57:14  12.20   16.2  100.0       0   69    1605    49   1.1523   35.5
2026-07-16  22:57:15  40.84    5.0  100.0       0   65    1605    49   1.1823   22.9
2026-07-16  22:57:16  43.36    8.1  100.0       0   63    1605    49   1.1407   19.6
2026-07-16  22:57:17  47.02    5.5  100.0       0   80    1605    49   1.4325   24.1
2026-07-16  22:57:18  44.28    6.5  100.0       0   69    1605    49   1.4260   28.3
2026-07-16  22:57:19  45.78    6.2  100.0       0   70    1605    49   1.4347   31.9
2026-07-16  22:57:20  43.22    5.3  100.0       0   64    1605    49   1.3798   23.0
2026-07-16  22:57:21  50.61    4.5  100.0       0   81    1605    49   1.4116   31.8
2026-07-16  22:57:22  48.55    6.8  100.0       0   91    1605    49   1.3539   47.6
2026-07-16  22:57:23  50.94    9.8  100.0       0   89    1605    49   1.3209   59.0
2026-07-16  22:57:24  48.55   10.5  100.0       0   81    1605    50   1.4697   61.8
2026-07-16  22:57:25  50.92    5.9  100.0       0   75    1605    50   1.4241   34.6
2026-07-16  22:57:26  43.49    4.4  100.0       0   69    1605    50   1.4257   29.3
2026-07-16  22:57:27  42.50    7.1  100.0       0   74    1605    50   1.4482   33.6
